nome_fantasia,nome,endereco,inicio,alvara,lat,lon,link,petisco,imagem
MUSIC BEER,49.524.386 THIAGO ANDRADE DAMASCENO DA SILVA,"RUA CONTAGEM, 868 CONJ CONTAGEM 868 SANTA INES - NOVA VISTA",08-02-2023,NÃO,-19.889710662696274,-43.90584444354351,,,
,NYX BAR E RESTAURANTE LTDA,"AVE CARANDAI, 761 nan - FUNCIONARIOS",08-02-2023,SIM,-19.928032887551133,-43.92958815648926,,,
MARUN DECK BAR,MARUN DECK BAR BH LTDA,"AVE OTACILIO NEGRAO DE LIMA, 6802 nan - BANDEIRANTES",10-02-2023,SIM,-19.86098723378171,-43.995760590523986,,,
SURUBIM FLEMING,AECIO LUCAS LACERDA,"AVE FLEMING, 200 nan - OURO PRETO",10-02-2023,SIM,-19.872324729580523,-43.98696366600076,,,
,49.167.594 FRANCISCO DE ASSIS LOPES MAGALHAES,"RUA CARLOS ALVARES DA COSTA, 38 LOJA - RIO BRANCO",12-01-2023,NÃO,-19.816090869413948,-43.97697232794547,,,
BAR AQUI TUDO E BOM,CHOPIN BAR DA PICANHA LTDA,"RUA CHOPIN, 22 nan - PRADO",01-02-2023,SIM,-19.925312273816715,-43.96406614820979,,,
ELBERTH CORP,QUITANDAS DO SANTO ANTONIO LTDA,"RUA SAO ROMAO, 160 LOJA:9, - SANTO ANTONIO",23-01-2023,SIM,-19.94527303070895,-43.93904170241178,,,
FERMENTARIA LAMBE LAMBE,FERMENTARIA DA RAUL LTDA,"AVE AMAZONAS, 1049 LOJA:58 ,LOJA:59, - CENTRO",25-01-2023,NÃO,-19.9222296759257,-43.94391789156508,,,
SO FILE,MENEZES & MENEZES RESTAURANTE LTDA,"RUA PARA DE MINAS, 1104 nan - PADRE EUSTAQUIO",27-01-2023,SIM,-19.913707644306324,-43.99183287945549,,,
,49.420.936 THIAGO TALMA ALVES RIBEIRO,"RUA VARZELANDIA, 110 nan - CANDELARIA",01-02-2023,NÃO,-19.814003269448037,-43.966384158584326,,,
SUSHI ISAN,SUSHI ISAN LTDA,"RUA CONSELHEIRO GALVAO, 486 LOJA:01,LOJA:02, - SANTA ROSA",13-01-2023,SIM,-19.86095872261664,-43.94551621601256,,,
O BOEMIO BAR,O BOEMIO BAR BH LTDA,"AVE DOS ANDRADAS, 367 LOJA:236C, - CENTRO",17-01-2023,SIM,-19.918195580575922,-43.934622031119154,,,
ESPETARIA NABRASA,49.246.158 LUIZ HENRIQUE ABREU PEREIRA,"RUA SOARES NOGUEIRA, 374 nan - CAMARGOS",18-01-2023,NÃO,-19.94031879340587,-44.02146456739579,,,
CAPRI RISTORANTE,CAPRI RESTAURANTE LTDA,"AVE OTACILIO NEGRAO DE LIMA, 1624 nan - SAO LUIZ",23-01-2023,NÃO,-19.855808110971463,-43.97661368458839,,,
ALOHA EVENTOS,49.348.150 LUIZ FLAVIO LIMA ALVES,"RUA BONFIM, 52 nan - BONFIM",26-01-2023,NÃO,-19.911893355972335,-43.94290376128265,,,
BAR DO POSTINHO,49.375.515 GUILHERME LEAL DE OLIVEIRA,"AVE SANTA TEREZINHA, 620 nan - SANTA TEREZINHA",28-01-2023,NÃO,-19.870308224678272,-44.00135150216817,,,
,49.422.721 RIVANESSA HELENIZE MOREIRA,"PCA ARCANGELO MALETTA, 1075 LOJA 1 LOJA 2 LOJA 3 - SANTA LUCIA",01-02-2023,SIM,-19.967536587947222,-43.95136778635372,,,
BIFAO PALMARES,BIFAO PALMARES LTDA,"RUA CORONEL JAIRO PEREIRA, 155 nan - SANTA CRUZ",01-02-2023,SIM,-19.87605163761326,-43.93315957787685,,,
CENTRAL DO MALTE GROWLERIA,CENTRAL DO MALTE GROWLERIA LTDA,"RUA CHRISTINA MARIA ASSIS, 119 nan - CALIFORNIA",06-02-2023,SIM,-19.93113767989875,-44.01823845908784,,,
,"BABEL BAR, RESTAURANTE, EMPORIO E ENTRETENIMENTO LTDA","AVE BIAS FORTES, 1160 nan - CENTRO",10-02-2023,SIM,-19.92352816461861,-43.94446310626058,,,
,YES! THONY LTDA,"AVE JOAQUIM JOSE DINIZ, 202 nan - DOM JOAQUIM",10-02-2023,SIM,-19.872990334692567,-43.92176234675861,,,
TROPICANA,TROPICANA LTDA,"AVE PROFESSOR MARIO WERNECK, 2112 nan - BURITIS",13-01-2023,NÃO,-19.97379325680478,-43.96807010447029,,,
BAR DA FERNANDA,49.273.035 FERNANDA ANESIA NUNES,"RUA JOSE ALVES DE SOUZA, 70 LOJA - SANTA TEREZINHA",20-01-2023,NÃO,-19.87288967353438,-44.0125563233133,,,
EM BRASA BEER,49.326.683 WELLINGTON LUIZ MOREIRA DOS SANTOS,"RUA JOAO ANTONIO CARDOSO, 82 LOJA 25 - OURO PRETO",25-01-2023,NÃO,-19.871420487857204,-43.98283417545227,,,
LANCHONETE  & RESTAURANTE,49.531.271 ANDRE SOARES PINHEIRO,"BEC DAS BANANEIRAS, 21 nan - VILA BARRAGEM SANTA LUCIA",09-02-2023,NÃO,-19.952029079329716,-43.942144649902936,,,
BAR SANTAO,49.224.626 EDER JULIANO MENDES DA SILVA,"RUA SENADOR MILTON CAMPOS, 1550 nan - SANTA MARIA",17-01-2023,NÃO,-19.93527186499043,-44.01270622268819,,,
,19.502.303 SELMA DE ANDRADE,"RUA CAMIG, 34 nan - BAIRRO DAS INDUSTRIAS II",19-01-2023,NÃO,-19.958000143686032,-43.999048459991094,,,
WOODIES,WOODIES HAMBURGUERIA LTDA,"RUA PROFESSOR ESTEVAO PINTO, 875 LOJA:, - SERRA",20-01-2023,SIM,-19.942450417095397,-43.921830891282006,,,
ARMAZEM GONZALEZ,ARMAZEM GONZALEZ COMERCIO LTDA,"RUA ITU, 1069 nan - RENASCENCA",20-01-2023,SIM,-19.886754504166912,-43.93880249612659,,,
BEIJINHO DOCE,49.301.814 KATIELLY MARIANA SILVA COUTO,"RUA CABO AIRTON BRAGA, 305 CASA CASA,CASA CASA,CASA CASA,CASA CASA - JARDIM VITORIA",23-01-2023,NÃO,-19.857025461295837,-43.87073488579875,,,
RESTAURANTE DAS NORDESTINAS,49.379.286 PEDRO DIAS BARBOSA,"RUA MAIRIPORA, 45 nan - JATOBA",29-01-2023,NÃO,-19.99161908143286,-44.05513686047221,,,
BAR DO KARECA,BAR E RESTAURANTE KARECA LTDA,"RUA VINTE E UM DE ABRIL, 143 LOJA 143 LOJA 143 - CENTRO",01-02-2023,SIM,-19.91416459435069,-43.94030143863453,,,
,MC FORNECIMENTO DE ALIMENTACAO LTDA,"AVE SARAMENHA, 1501 LOJA:anexo5, - TUPI B",01-02-2023,SIM,-19.84277331800081,-43.91885096022088,,,
GABRIEL CAMARGO RIBEIRO,49.425.950 GABRIEL CAMARGO RIBEIRO,"RUA JOSE RAIMUNDO PINTO, 190 LOJA - MANTIQUEIRA",01-02-2023,NÃO,-19.78920681607771,-43.97889811897621,,,
MERCEARIA TUDO TEM,49.478.184 ADRIELE SENA LIBANIO,"RUA CANARIO, 936 nan - GOIANIA",06-02-2023,NÃO,-19.863904452815603,-43.89626363852485,,,
,49.553.907 LUIZ FELIPE DOS SANTOS LIMA,"RUA DOUTOR CRISTIANO REZENDE, 1962 CASA A - ARAGUAIA",10-02-2023,NÃO,-19.987825612654365,-43.990356529226865,,,
,49.555.652 EDMAR MORAIS DA SILVA,"RUA ANTONIO DE CASTRO SILVA, 85 LETRA A - ESTORIL",10-02-2023,NÃO,-19.956783995052565,-43.96389213060122,,,
SUSHI EXPRESS,49.226.307 LORENA RAYANA DOS SANTOS,"RUA PADRE EUSTAQUIO, 2160 LOJA 01 - PADRE EUSTAQUIO",17-01-2023,SIM,-19.915080612342297,-43.973150672399335,,,
SANDBAR - SPORTS & GRILL,BDG SPORTS BAR LTDA,"RUA ENGENHEIRO OCELO CIRINO, 271 nan - ESTORIL",19-01-2023,SIM,-19.960522833804678,-43.96308793672974,,,
PIZZARIA QUATRO SABORES,PACHECO & RIBEIRO PIZZARIA LTDA,"RUA CAPIM BRANCO, 373 LOJA - VISTA ALEGRE",20-01-2023,SIM,-19.952345657663955,-43.99947160321103,,,
MK PIZZARIAS,49.329.633 KEWYN JHANSSEY RUAS BARBOSA,"RUA MARIA HELENA, 33 GALPAO GALPAO - CANDELARIA",25-01-2023,NÃO,-19.81088923321512,-43.96776609165507,,,
V&K LANCHES GOURMET,49.452.198 VIVIANE SILVA NOGUEIRA,"RUA FERNANDES TOURINHO, 1047 nan - LOURDES",03-02-2023,NÃO,-19.937402980400606,-43.94438184950479,,,
ISAQUE BAR,ISAQUE FRANCA,"RUA PADRE BELCHIOR, 292 nan - CENTRO",09-02-2023,SIM,-19.923121236716508,-43.941733402350216,,,
DIVINO SABOR,RESTAURANTE DIVINO SABOR RL LTDA,"AVE DOUTOR CRISTIANO GUIMARAES, 2127 nan - PLANALTO",13-01-2023,NÃO,-19.83860355666033,-43.95240905450776,,,
DEUS DO AMOR,49.227.204 EROS PAIVA RIBEIRO,"RUA AREADO, 48 CASA A - CARLOS PRATES",17-01-2023,NÃO,-19.90834399770969,-43.96004124856604,,,
BAR BAMBU,BAR BAMBU BH LTDA,"RUA DIVISA NOVA, 670 LOJA:, - SALGADO FILHO",30-01-2023,SIM,-19.945409548342237,-43.98187762863478,https://comidadibuteco.com.br/buteco/3231-revision-v1/,Camarão que dorme?,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15051202/barbambu_camaraoquedorme_bh_2025_fernandaoliveira_unibh-8355-scaled.jpg
JAMANTAS BURGER LTDA,JAMANTAS BURGER LTDA,"RUA FREI GASPAR, 77 LOJA A - MADRE GERTRUDES",06-02-2023,SIM,-19.946231005979385,-44.00457974656725,,,
BAR PE DE BOI,49.558.501 GIANCARLO SOUZA DA SILVA,"AVE DOS ANDRADAS, 367 LOJA 125A - CENTRO",10-02-2023,SIM,-19.918195580575922,-43.934622031119154,,,
RMARTINS,49.558.784 MONICA MARTINS MOREIRA,"RUA COLOMBIA, 139 nan - SION",10-02-2023,NÃO,-19.953106517473344,-43.93817043695733,,,
CHURRASCARIA CIDADE NOVA,PJW LTDA,"RUA ALBERTO CINTRA, 379 LOJA:A, - UNIAO",25-01-2023,SIM,-19.882894842678095,-43.92873559078755,,,
SUSHI HOKAGE,49.407.249 JESUS JUNIO FERNANDES COIMBRA,"RUA ALUISIO LOBAO VERAS, 271 CASA - SERRANO",31-01-2023,NÃO,-19.882103209805894,-44.00903174429292,,,
PIZZA PEZZI,PIZZA PEZZI 06 LTDA,"AVE PRESIDENTE TANCREDO NEVES, 2094 LOJA:15 e 16, - PAQUETA",03-02-2023,SIM,-19.8915452915666,-43.99297753977657,,,
LANCHONETE DO VANDECA,49.509.783 VANDERLEI CARVALHO DE LIMA JUNIOR,"RUA FREI LEOPOLDO, 8 nan - SAO LUIZ",07-02-2023,NÃO,-19.871610008485824,-43.97930268143977,,,
SABOR MINEIRO,49.510.954 MARIA HELENA DE SENA FERREIRA,"RUA MAIRIPORA, 97 nan - JATOBA",07-02-2023,NÃO,-19.992041673821564,-44.0556267818947,,,
VIVAZ BH,VIVAZ RESTAURANTE E LANCHONETE BH LTDA,"AVE SOLFERINA RICCI PACE, 779 LOJA: 01 - CDI JATOBA",28-03-2024,SIM,-19.999696207691038,-44.04142228910597,,,
,43.413.132 NATALIA SILVA SOARES ALVES,"AVE GENERAL CARLOS GUEDES, 329 nan - PLANALTO",02-04-2024,NÃO,-19.83786727975352,-43.94868346480631,,,
,54.602.182 VIVIANE CLEIDINA FERREIRA,"RUA SANTAREM, 457 LOJA - NOVA CINTRA",04-04-2024,SIM,-19.95041386401134,-43.988568482788885,,,
,54.711.646 OVIDIO LOPES DA SILVA,"RUA CONEGO TRINDADE, 1390 LOJA B - PIRATININGA",12-04-2024,NÃO,-19.820090554490857,-43.9911057257146,,,
LANCHONETE E RESTAURANTE PRIMAVERA,LANCHONETE E RESTAURANTE PRIMAVERA LTDA,"RUA DOS GUAICURUS, 587 nan - CENTRO",11-05-1999,SIM,-19.914823367746475,-43.9389964560253,,,
BAR KANTIL,BAR E LANCHONETE AUGUSTO DE LIMA LTDA,"AVE AUGUSTO DE LIMA, 1810 LETRA A - BARRO PRETO",15-07-1999,SIM,-19.920560047343233,-43.953446782142464,,,
FLAMENGO SOLEA ESCUELA DANZA FLAMENGA,BALE SOLEA ESCUELA DE DANZA FLAMENCA LTDA,"RUA SERGIPE, 1199 nan - SAVASSI",20-09-1999,NÃO,-19.93701821748687,-43.93791864761704,,,
,BAR E RESTAURANTE NAUTILUS LTDA,"RUA NIQUELINA, 355 LOJA - SANTA EFIGENIA",10-06-1994,SIM,-19.922506918242128,-43.91586897069192,,,
VARANDA DO BARRO PRETO,VARANDA DO BARRO PRETO LTDA,"RUA DOS GUAJAJARAS, 1436 nan - BARRO PRETO",31-07-1998,SIM,-19.923387785873466,-43.94744036078988,,,
TRADICAO DE MINAS,PLAZA PALADARES LTDA,"RUA DO URUGUAI, 20 nan - SION",10-09-1998,SIM,-19.948009263228965,-43.934935738859025,,,
YOKAI IZAKAYA,YOKAI BAR LTDA,"RUA CEARA, 1599 nan - SAVASSI",30-10-2023,SIM,-19.935302782123888,-43.92915165781412,,,
MASTERS COCKTAILS,52.739.555 CLEBERTON PEREIRA DA SILVA,"RUA CARLOS ALBERTO SCOTTI, 64 nan - NOVO AARAO REIS",31-10-2023,NÃO,-19.843558092266377,-43.91064437177501,,,
,52.766.880 JOACI ADOLFO DA SILVA,"RUA EDMON DE SOUSA MELO, 249 nan - TIROL",03-11-2023,SIM,-19.983631385421145,-44.035019190513275,,,
RESTAURANTE E LANCHONETE DU BIGODE,RESTAURANTE E LANCHONETE DU BIGODE LTDA,"AVE DANDARA, 10 LOJA: 03 - DANDARA",06-11-2023,SIM,-19.829672236670095,-44.01201410831021,,,
SPACE BAMBOO,52.576.166 JOSE HENRIQUE MARINHO DA SILVA,"RUA DOS INDEPENDENTES, 85 nan - SANTA CECILIA",18-10-2023,NÃO,-20.005856749569347,-44.03378677324756,,,
CLUBE DU FRANGO,CLUBE DU FRANGO LTDA,"AVE AGGEO PIO SOBRINHO, 60 LOJA 03 - BURITIS",20-10-2023,SIM,-19.973816654615785,-43.97714918468276,,,
RESTAURANTE CHEFFS,52.644.962 KARLA FERREIRA COSTA,"RUA JOSE ALVES DE SOUZA, 128 nan - SANTA TEREZINHA",24-10-2023,NÃO,-19.872695058069983,-44.012281982309474,,,
MINI PIZZAS DO RENATO,52.645.547 RENATO DIAS LIMA FIALHO,"RUA ANTONIO GENTIL, 34 nan - CONCORDIA",24-10-2023,NÃO,-19.899683668584917,-43.943439838954575,,,
LUCAS ANDRE,52.853.904 LUCAS ANDRE DE AGUIAR,"RUA DOUTOR JEFFERSON DE OLIVEIRA, 231 nan - SANTA AMELIA",10-11-2023,NÃO,-19.841605542142357,-43.97722199356166,,,
THE MEXICAN BAR,BAR THE MEXICAN LTDA,"AVE SILVIANO BRANDAO, 1891 nan - HORTO",18-10-2023,SIM,-19.91146775250482,-43.91983117917961,,,
REI DO ESPETINHO OFICIAL,52.697.324 JOELMA JUNIA DA SILVA,"AVE BERNARDO DE VASCONCELOS, 1277 LOJA B - SANTA CRUZ",27-10-2023,NÃO,-19.88315188652584,-43.94016264335603,,,
BOM BURGUER,52.795.918 WILLIAN ALEX DOS SANTOS,"RUA PEDRA BONITA, 797 CONJ 351352 A 849850 - PRADO",07-11-2023,NÃO,-19.930529516299377,-43.96497850678205,,,
BAR DO GIL,52.798.815 JOSE GILSON SANTOS DE OLIVEIRA,"RUA DOS ECONOMISTAS, 387 LOJA C - ALIPIO DE MELO",07-11-2023,SIM,-19.89052244088623,-44.00370291812247,,,
MATUTO'S BURGUER,52.893.720 RICARDO REZENDE DE SOUZA,"RUA MINISTRO OLIVEIRA SALAZAR, 501 CONJ 9991000 - SANTA MONICA",14-11-2023,NÃO,-19.823424555740946,-43.97167211856325,,,
,22.223.345 LUCAS DAYVIDSON PONCIANO PESSOA,"RUA MARGARIDA ASSIS FONSECA, 708 CASA - CALIFORNIA",18-10-2023,NÃO,-19.92597175404669,-44.01596445706057,,,
,PORTAL BOM SABOR BAR E RESTAURANTE LTDA,"AVE DOM PEDRO II, 1900 LOJA: 208 - SANTO ANDRE",27-10-2023,SIM,-19.908069894368317,-43.9593061215025,,,
,FERNANDES & FERNANDES COMERCIO LTDA,"AVE PROFESSOR MARIO WERNECK, 569 LOJA: 01 - ESTORIL",30-10-2023,NÃO,-19.968616674239716,-43.95789690325785,,,
HAMBURGUERIA'S TATA,52.770.362 TAMARA PEREIRA RODRIGUES,"RUA VASCO BALBOA, 335 CONJ 101 - TAQUARIL",03-11-2023,NÃO,-19.915847008873058,-43.88546840190347,,,
CANTINA BRASAO,52.799.912 EUNICE CLEMENTINO FERREIRA,"RUA AUGUSTA PASSOS MAIA, 7 LOJA A - OURO PRETO",07-11-2023,SIM,-19.87803989139464,-43.984215173243044,,,
CELEBRART DRINKS,52.801.384 ADENILSON MILAGRES SOARES,"RUA ISABEL RASO, 72 nan - JAQUELINE",07-11-2023,NÃO,-19.807340600253262,-43.934961516661936,,,
BAR DO CHRIS,52.855.918 CHRISTIAN MAGNO DOS SANTOS,"RUA LEOPOLDINO DE OLIVEIRA, 45 LOJA 01 - APARECIDA",10-11-2023,SIM,-19.892936391482035,-43.95830445387597,,,
PIZZAIOLO SOUZA,COMERCIAL PIZZAIOLO SOUZA LTDA,"AVE CRISTIANO MACHADO, 1794 LOJA: 17, 18, 19, 20 E 21 - CIDADE NOVA",17-10-2023,SIM,-19.891758087839566,-43.928175754581964,,,
IVANEI BAR,IVANEI BAR LTDA,"AVE AMAZONAS, 5384 LOJA: 6 - NOVA SUISSA",20-10-2023,SIM,-19.930136919303358,-43.98059527003708,,,
MAGNOLIA,MAGNOLIA RESTAURANTE LTDA,"RUA SERGIPE, 314 LOJA: 2 - BOA VIAGEM",24-10-2023,SIM,-19.929169388725814,-43.93596968584945,,,
SUPER PIZZA,52.700.691 LUCAS SILVA CUPERTINO,"RUA OLIMPIO DE CASTRO, 125 CASA - SANTA MARGARIDA",27-10-2023,NÃO,-19.97227604186476,-44.019582909595194,,,
BAR 307,PEREIRA & CASTRO BAR E RESTAURANTE LTDA,"AVE SANTOS DUMONT, 307 nan - CENTRO",07-11-2023,SIM,-19.916301103563203,-43.936706861299264,,,
CHOPAO PCB,LA ESQUINA PIZZARIA LTDA,"RUA PADRE PARAISO, 221 nan - CARLOS PRATES",09-11-2023,SIM,-19.913620459864262,-43.94586383834894,,,
ESQUINA DO CHURRASCO 2,WILTON SOUZA BISPO LTDA,"RUA PLATINA, 999 nan - CALAFATE",14-11-2023,SIM,-19.92153828296911,-43.967251332282096,,,
ACAI MILANO,52.888.840 MATHEUS MENDES SERGIO,"RUA FRANCISCO FALEIRO LOPES, 139 nan - ITAIPU",14-11-2023,NÃO,-19.98761820438684,-44.04881191842411,,,
PASTELARIA E LANCHONETE JK,52.560.537 EULANE MARIA FERREIRA,"RUA DOUTOR CRISTIANO REZENDE, 1785 LOJA - BONSUCESSO",17-10-2023,NÃO,-19.98572468148394,-43.98757312955339,,,
A TORNEARIA,52.583.543 FREDERICO CASTELO BRANCO DOS SANTOS,"AVE OLEGARIO MACIEL, 742 LOJA 3186 - CENTRO",19-10-2023,NÃO,-19.92039900181755,-43.94469816734462,,,
HAYASHI COMPANY,52.603.840 YASMIN LORRAINE SILVA SANTOS,"RUA ENGENHEIRO JOSE GUIMARAES, 240 ANEXO RUA VISCONDE DE TAUNAY, 1315 - SANTA MONICA",20-10-2023,SIM,-19.81621059252271,-43.97259707345741,,,
DC ADMINISTRACAO,52.604.297 JOAO ALMIR DE MORAIS,"RUA LEONARDO BAUMGRATZ, 147 nan - GOIANIA",20-10-2023,NÃO,-19.8628793704159,-43.90026803815437,,,
CLASSICB ARENA RESTAURANTE,RSGA RESTAURANTES LTDA,"RUA ANTONIO EUSTAQUIO PIAZZA, 4407 LOJA: A - TIROL",20-10-2023,SIM,-19.99067219603198,-44.04491354024782,,,
,AMIG&BEN CO. ALIMENTOS LTDA,"AVE OTACILIO NEGRAO DE LIMA, 2870 nan - SAO LUIZ",20-10-2023,NÃO,-19.860825364547974,-43.97719462902653,,,
FRANGO DA ALECIA,52.651.347 VILMAR DE SOUSA PINHEIRO,"RUA SANTA ANA, 150 nan - SAO GABRIEL",24-10-2023,NÃO,-19.85594044656815,-43.91351686062614,,,
REIS MARQUES HAMBURGUERIA,52.725.049 LUDMILA COSTA DE OLIVEIRA MARQUES,"RUA WASHINGTON LUIZ, 1280 nan - VILA AEROPORTO",30-10-2023,NÃO,-19.848031237249867,-43.9468160185997,,,
,52.726.378 KATIA APARECIDA TAVARES DA SILVA,"RUA TEREZINHA ANDRIANA DE CASTRO, 520 LETRA A - DIAMANTE",30-10-2023,NÃO,-19.98650866953261,-44.024065448029575,,,
ZOOM ZOOM COZINHA BAR,ZOOM ZOOM BAR E RESTAURANTE LTDA,"RUA RIO DE JANEIRO, 1562 nan - LOURDES",09-11-2023,SIM,-19.928060105920668,-43.94119148030108,,,
O BOTECO,52.833.301 ANDRYA LUIZA RODRIGUES DE SOUZA,"RUA MEXICO, 151 nan - COPACABANA",09-11-2023,NÃO,-19.833158525345784,-43.99348553469643,,,
,52.875.999 ALEXANDRA DINELLI MAGALHAES PAIVA,"RUA EDGARD TORRES, 835 SLJ - MINASCAIXA",13-11-2023,NÃO,-19.80777151842489,-43.95467951479297,,,
JR OLIVEIRA,52.562.401 JOSIANE RODRIGUES DE OLIVEIRA,"RUA CADIZ, 249 nan - EUROPA",17-10-2023,NÃO,-19.8032831942332,-43.966434410494585,,,
,INDIAN SPICE LTDA,"RUA ADRIANO CHAVES E MATOS, 486 LOJA: 512 - OLHOS D'AGUA",23-10-2023,NÃO,-19.992264255248354,-43.959234485891415,,,
ANIMES BURGER,TIAGO VALTER FERNANDES 08545700636,"RUA DESEMBARGADOR SARAIVA, 966 nan - ALTO VERA CRUZ",14-08-2018,NÃO,-19.912577707799006,-43.89167034658362,,,
RESENHA'S BIEER,RAMON DOMINGOS DE PAULA 58522700672,"AVE PRESIDENTE ANTONIO CARLOS, 7002 ANEXO 04 - VILA SANTO ANTONIO",14-08-2018,NÃO,-19.861818996903207,-43.958143448408514,,,
TROPEIRAO REINALDINO,CARINA VIDOTTI LTDA,"ROD ANEL RODOVIARIO CELSO MELLO AZEVEDO, 24500 nan - MARIA GORETTI",17-08-2018,NÃO,-19.858572744330246,-43.909220576030194,,,
UAI SO ESPETARIA E PETISQUERIA,DAVID DE AZEVEDO FRANCISCO 79266517615,"RUA MARIA BEATRIZ, 22 nan - HAVAI",02-07-2018,NÃO,-19.951115537538797,-43.98122881172672,,,
TITA BAR E RESTAURANTE,30.919.108 CLEUNICE BARBOSA DE JESUS E SILVA,"RUA AJAIR DE ALMEIDA COSTA, 671 nan - MANTIQUEIRA",12-07-2018,NÃO,-19.794895657142117,-43.988559817965985,,,
RESTAURANTE KANTINA DA KENIA,KENIA BRAZ SOARES VIEIRA,"RUA JOSE FELIX MARTINS, 2500 LOJA 02 - MANTIQUEIRA",20-07-2018,SIM,-19.785203640745266,-43.982169936564844,,,
ALTAS HORAS FLEMING,ALTAS HORAS FLEMING BAR LTDA,"AVE FLEMING, 240 nan - OURO PRETO",07-08-2018,NÃO,-19.871971392207506,-43.98682942859595,,,
SENOG BRASIL,BRENO VINICIUS BARBOSA DE MELO COSTA 06801098624,"RUA GAMA CERQUEIRA, 1080 CASA - JARDIM AMERICA",20-11-2020,NÃO,-19.947235452137615,-43.969981594140705,,,
PIZZARIA INCRIVEIS,INCRIVEIS SILVA E REBELO LTDA,"RUA JACUI, 3094 nan - IPIRANGA",07-08-2018,NÃO,-19.88587775867982,-43.935862140335324,,,
RESTAURANTE GOSTO CASEIRO,JAQUELINE MENDES FERREIRA DOS SANTOS 83848177668,"RUA CARLOS EDUARDO LOTT, 336 ANEXO 2 - PINDORAMA",14-08-2018,NÃO,-19.919887486987108,-44.02201377095267,,,
BAR AMORA,DISTRIBUIDORA TODA HORA BEBIDAS LTDA,"RUA ANTONIO PEIXOTO GUIMARAES, 520 LOJA - CAICARA ADELAIDE",14-08-2018,NÃO,-19.907683997125414,-43.975276952409374,,,
SAMURAI PUB,DJALMA PEREIRA CAVALCANTI JUNIOR 07654301693,"AVE AMERICO VESPUCIO, 1947 LOJA - NOVA ESPERANCA",02-07-2018,NÃO,-19.900284449637955,-43.96206277985427,,,
BAR DA DEBORA,DEBORA CRISTINA RODRIGUES MARQUES 08092045682,"RUA ALCIDES PEREIRA DOS SANTOS, 50 nan - MANTIQUEIRA",01-08-2018,NÃO,-19.78541083089936,-43.9817572000571,,,
BAR E RESTAURANTE SHAMA,30.920.506 DEBORA MAURICELIA APARECIDA AZEVEDO,"AVE SARAMENHA, 1009 LOJA 1 - TUPI A",13-07-2018,NÃO,-19.841133140624528,-43.922159773922594,,,
,30.921.612 WALDESO HENRIQUE DE MEDEIROS,"RUA BARAO DO MONTE ALTO, 537 LOJA - CARDOSO",13-07-2018,NÃO,-20.00129021144469,-44.00603452416595,,,
LUIZA FIT BH,ADRIANA CANDIDA LOIA 05178640616,"RUA FIDELCINA FRANCISCA GOMES, 123 nan - VALE DO JATOBA",13-07-2018,NÃO,-20.00706065902894,-44.03707139857913,,,
SABOR DE MINAS,JOAO PEDRO SILVA 15087507697,"RUA GURUPA, 26 LOJA A - CACHOEIRINHA",01-08-2018,NÃO,-19.881918013983174,-43.947403737116524,,,
CHIERICATTI COZINHA,THIAGO MARINHO CHIERICATTI 08007402624,"RUA QUARENTA E SETE, 67 nan - NOVO AARAO REIS",03-08-2018,NÃO,-19.840633119163048,-43.9097168870359,,,
SABOREAR LANCHES,MICHELE CRISTIENE SGRANCIO 04317470675,"RUA HERCULANO MOURAO SALAZAR, 260 nan - VILA VISTA ALEGRE",03-08-2018,NÃO,-19.95371158616992,-43.99075629873599,,,
QUITUTES,MARINA DO CARMO SOUZA 10706138600,"RUA AGENOR DE PAULA ESTRELA, 664 nan - JAQUELINE",02-05-2018,NÃO,-19.80408487680606,-43.93952016818822,,,
,JAR - RESTAURANTE LTDA,"ROD PAPA JOAO PAULO II, 4143 ANDAR 9 LOJA 922 - PREDIO MINAS - SERRA VERDE",03-07-2018,SIM,-19.781431800104084,-43.949094713308334,,,
,AVS - RESTAURANTE LTDA,"ROD PAPA JOAO PAULO II, 4143 LOJA 112 - C. CONVIVENCIA - SERRA VERDE",03-07-2018,SIM,-19.781431800104084,-43.949094713308334,,,
BAR CAFE JADYR,JADYR MUNIZ MATEUS 06455211839,"RUA SILVA XAVIER, 204 nan - JARDIM LEBLON",13-07-2018,NÃO,-19.82700969490825,-43.98788021426443,,,
PONTO DO ALMOCO,GRACIELLE DE OLIVEIRA SOUZA 01479412619,"RUA FLUORINA, 1139 nan - PARAISO",20-07-2018,NÃO,-19.92022049006665,-43.90457929321354,,,
RESTAURANTE DO CEARA,CEARA RESTAURANTE SELF-SERVICE LTDA,"AVE AFONSO PENA, 1755 LOJA 20 E 21 - FUNCIONARIOS",20-07-2018,SIM,-19.927610079279077,-43.933098698294266,,,
COMERCIANTE EM GERAL,31.112.829 FABIANA PEREIRA,"RUA DANIEL JOSE DE CARVALHO, 343 nan - BAIRRO NOVO DAS INDUSTRIAS",03-08-2018,NÃO,-19.975095646191757,-43.99574601762008,,,
FERNANDA'S BAR,ALBERTO CARLOS DO NASCIMENTO DA PAIXAO 80174582668,"RUA PORTO SEGURO, 327 nan - NOVA VISTA",07-08-2018,NÃO,-19.888323237914435,-43.903168900035375,,,
